postalcode,work_location,employee_count,latitude,longitude
C0B 1M0,Holman Building (Ch'town),1,46.4358,-63.6306
C0B 1M0,Holman Centre (Summerside),4,46.4358,-63.6306
C0B 1M0,HRDC Building,2,46.4358,-63.6306
C0B 1M0,Kensington Heritage Library,1,46.4358,-63.6306
C0B 1M0,Kensington Liquor Store,7,46.4358,-63.6306
C0B 1M0,Linkletter Park,1,46.4358,-63.6306
C0B 1M0,Morell Library,1,46.4358,-63.6306
C0B 1M0,O'Leary Cannabis Store,1,46.4358,-63.6306
C0B 1M0,Potato Service Building,6,46.4358,-63.6306
C0B 1M0,Prince County Hospital,1,46.4358,-63.6306
C0B 1M0,Prince County Jail &Courthouse,3,46.4358,-63.6306
C0B 1M0,Provincial Admin Building,12,46.4358,-63.6306
C0B 1M0,Provincial Correctional Centre,1,46.4358,-63.6306
C0B 1M0,Queen Elizabeth Hospital,1,46.4358,-63.6306
C0B 1M0,Red Road Homes,3,46.4358,-63.6306
C0B 1M0,Research Station,3,46.4358,-63.6306
C0B 1M0,Sherwood Business Centre,5,46.4358,-63.6306
C0B 1M0,Summerside,1,46.4358,-63.6306
C0B 1M0,Summerside Government Garage,18,46.4358,-63.6306
C0B 1M0,Summerside Rotary Reg. Library,2,46.4358,-63.6306
C0B 1M0,Summerside Waterfront Mall,1,46.4358,-63.6306
C0B 1M0,Summerside Youth Centre,7,46.4358,-63.6306
C0B 1M0,Tignish Body Shop,1,46.4358,-63.6306
C0B 1M0,Tyne Valley Child/Youth Dev Hl,2,46.4358,-63.6306
C0B 1N0,16 Garfield St.,1,46.3406,-63.6031
C0B 1N0,22 Hunt Court,1,46.3406,-63.6031
C0B 1N0,40 Enman Crescent,1,46.3406,-63.6031
C0B 1N0,40A Burns Ave.,1,46.3406,-63.6031
C0B 1N0,Access PEI - Summerside,2,46.3406,-63.6031
C0B 1N0,Alma Depot/Transportation & PW,1,46.3406,-63.6031
C0B 1N0,Atlantic Technology Centre,1,46.3406,-63.6031
C0B 1N0,Borden Scale House,1,46.3406,-63.6031
C0B 1N0,Borden Visitor Information Cen,1,46.3406,-63.6031
C0B 1N0,Chelton Park,1,46.3406,-63.6031
C0B 1N0,Child & Family  Services,2,46.3406,-63.6031
C0B 1N0,Ch'Town Government Garage,1,46.3406,-63.6031
C0B 1N0,Coles Building,1,46.3406,-63.6031
C0B 1N0,Gateway Liquor Store,1,46.3406,-63.6031
C0B 1N0,Kinkora Library,1,46.3406,-63.6031
C0B 1N0,Potato Service Building,3,46.3406,-63.6031
C0B 1N0,Prince County Hospital,1,46.3406,-63.6031
C0B 1N0,Prince County Jail &Courthouse,2,46.3406,-63.6031
C0B 1N0,Provincial Admin Building,10,46.3406,-63.6031
C0B 1N0,Provincial Correctional Centre,2,46.3406,-63.6031
C0B 1N0,Sherwood Business Centre,1,46.3406,-63.6031
C0B 1N0,Summerside Government Garage,8,46.3406,-63.6031
C0B 1N0,Summerside Youth Centre,1,46.3406,-63.6031
C0B 1P0,22 Hunt Court,1,46.6007,-63.8559
C0B 1P0,Atlantic Technology Centre,2,46.6007,-63.8559
C0B 1P0,O'Leary Liquor Store,1,46.6007,-63.8559
C0B 1S0,Confed Trail - W Prince,1,46.8955,-64.234
C0B 1S0,Provincial Admin Building,1,46.8955,-64.234
C0B 1T0,40B Burns Ave.,1,46.8808,-64.2234
C0B 1T0,Access PEI - Summerside,5,46.8808,-64.2234
C0B 1T0,Alma Depot/Transportation & PW,2,46.8808,-64.2234
C0B 1T0,Belmont Park,1,46.8808,-64.2234
C0B 1T0,Cabot Beach Park,1,46.8808,-64.2234
C0B 1T0,Ch'Town Government Garage,1,46.8808,-64.2234
C0B 1T0,Coles Building,1,46.8808,-64.2234
C0B 1T0,Comm & Corr Services,1,46.8808,-64.2234
C0B 1T0,Customs House,1,46.8808,-64.2234
C0B 1T0,Elmer Blanchard Building,1,46.8808,-64.2234
C0B 1T0,Gateway Liquor Store,1,46.8808,-64.2234
C0B 1T0,Granville Street Liquor Store,1,46.8808,-64.2234
C0B 1T0,Green Park Historic Site,1,46.8808,-64.2234
C0B 1T0,Highway Safety Charlottetown,1,46.8808,-64.2234
C0B 1T0,Holman Centre (Summerside),2,46.8808,-64.2234
C0B 1T0,Prince County Jail &Courthouse,2,46.8808,-64.2234
C0B 1T0,Provincial Admin Building,3,46.8808,-64.2234
C0B 1T0,Provincial Correctional Centre,1,46.8808,-64.2234
C0B 1T0,SirLouisHenryDaviesLawCourt,1,46.8808,-64.2234
C0B 1T0,Summerside Government Garage,11,46.8808,-64.2234
C0B 1T0,Summerside Youth Centre,3,46.8808,-64.2234
C0B 1T0,Tyne Valley Child/Youth Dev Hl,1,46.8808,-64.2234
C0B 1V0,Access PEI - Summerside,4,46.7011,-64.3097
C0B 1V0,Alberton Courthouse,1,46.7011,-64.3097
C0B 1V0,Alberton Liquor Store,2,46.7011,-64.3097
C0B 1V0,Alma Depot/Transportation & PW,6,46.7011,-64.3097
C0B 1V0,Aubin Arsenault Bldg,1,46.7011,-64.3097
C0B 1V0,Bloomfield Park,1,46.7011,-64.3097
C0B 1V0,Borden Scale House,1,46.7011,-64.3097
C0B 1V0,Cedar Dunes Park,9,46.7011,-64.3097
C0B 1V0,Coles Building,1,46.7011,-64.3097
C0B 1V0,Elmsdale Bus Depot,2,46.7011,-64.3097
C0B 1V0,Forestry Depot Wellington,1,46.7011,-64.3097
C0B 1V0,Future Tech West Building,4,46.7011,-64.3097
C0B 1V0,Holman Building (Ch'town),2,46.7011,-64.3097
C0B 1V0,Jacques Cartier Park,3,46.7011,-64.3097
C0B 1V0,Liquor Control Commission,1,46.7011,-64.3097
C0B 1V0,Mill River Admin Office,4,46.7011,-64.3097
C0B 1V0,O'Leary Cannabis Store,4,46.7011,-64.3097
C0B 1V0,O'Leary Library,3,46.7011,-64.3097
C0B 1V0,O'Leary Liquor Store,3,46.7011,-64.3097
C0B 1V0,Portage Visitor Info Centre,2,46.7011,-64.3097
C0B 1V0,Potato Service Building,5,46.7011,-64.3097
C0B 1V0,Prince County,1,46.7011,-64.3097
C0B 1V0,Provincial Admin Building,6,46.7011,-64.3097
C0B 1V0,Provincial Correctional Centre,1,46.7011,-64.3097
C0B 1V0,Research Station,1,46.7011,-64.3097
C0B 1V0,Summerside Cannabis Store,1,46.7011,-64.3097
C0B 1V0,Summerside Government Garage,10,46.7011,-64.3097
C0B 1V0,Summerside Rotary Reg. Library,1,46.7011,-64.3097
C0B 1V0,Summerside Youth Centre,1,46.7011,-64.3097
C0B 1V0,Tignish Area Gov Services Offi,1,46.7011,-64.3097
C0B 1V0,Tyne Valley Child/Youth Dev Hl,3,46.7011,-64.3097
C0B 1V0,Tyne Valley Liquor Store,1,46.7011,-64.3097
C0B 1V0,West Prince Regional Serv. Ctr,9,46.7011,-64.3097
C0B 1X0,197 Richmond Street/Ctrown Att,1,46.2385,-63.606
C0B 1X0,Access PEI - Summerside,2,46.2385,-63.606
C0B 1X0,Borden Scale House,1,46.2385,-63.606
C0B 1X0,Borden-Carleton Library,1,46.2385,-63.606
C0B 1X0,Bus Dev Bank of Canada Place,1,46.2385,-63.606
C0B 1X0,Child & Family  Services,1,46.2385,-63.606
C0B 1X0,Ch'Town Government Garage,1,46.2385,-63.606
C0B 1X0,Elmer Blanchard Building,1,46.2385,-63.606
C0B 1X0,Eptek/Wyatt Centre,1,46.2385,-63.606
C0B 1X0,Gateway Liquor Store,2,46.2385,-63.606
C0B 1X0,Holman Centre (Summerside),1,46.2385,-63.606
C0B 1X0,Linkletter Park,1,46.2385,-63.606
C0B 1X0,O'Leary Cannabis Store,1,46.2385,-63.606
C0B 1X0,Potato Service Building,1,46.2385,-63.606
C0B 1X0,Prince County,1,46.2385,-63.606
C0B 1X0,Provincial Admin Building,3,46.2385,-63.606
C0B 1X0,Provincial Correctional Centre,2,46.2385,-63.606
C0B 1X0,Research Station,2,46.2385,-63.606
C0B 1X0,Summerside Government Garage,7,46.2385,-63.606
C0B 1X0,Summerside Waterfront Mall,1,46.2385,-63.606
C0B 1X0,Summerside Youth Centre,1,46.2385,-63.606
C0B 1Y0,336 Lefurgey Ave.,1,46.5063,-63.991
C0B 1Y0,Access PEI - Summerside,2,46.5063,-63.991
C0B 1Y0,Child & Family  Services,1,46.5063,-63.991
C0B 1Y0,Coles Building,1,46.5063,-63.991
C0B 1Y0,Confed Trail - W Prince,1,46.5063,-63.991
C0B 1Y0,Highway Safety Charlottetown,1,46.5063,-63.991
C0B 1Y0,Holman Centre (Summerside),2,46.5063,-63.991
C0B 1Y0,Potato Service Building,1,46.5063,-63.991
C0B 1Y0,Provincial Admin Building,3,46.5063,-63.991
C0B 1Y0,Summerside Government Garage,10,46.5063,-63.991
C0B 1Y0,Summerside Waterfront Mall,1,46.5063,-63.991
C0B 1Y0,Tyne Valley Child/Youth Dev Hl,1,46.5063,-63.991
C0B 1Y0,Tyne Valley Liquor Store,3,46.5063,-63.991
C0B 1Y0,West Prince Regional Serv. Ctr,1,46.5063,-63.991
C0B 1Y0,West Royalty Industrial Park,1,46.5063,-63.991
C0B 1Z0,Alma Depot/Transportation & PW,7,46.8963,-64.1507
C0B 1Z0,Child & Family  Services,1,46.8963,-64.1507
C0B 1Z0,Ch'Town Government Garage,1,46.8963,-64.1507
C0B 1Z0,Confed Trail - W Prince,3,46.8963,-64.1507
C0B 1Z0,Forestry Depot Wellington,2,46.8963,-64.1507
C0B 1Z0,Mill River Admin Office,1,46.8963,-64.1507
C0B 1Z0,Prince County Jail &Courthouse,1,46.8963,-64.1507
C0B 1Z0,Red Road Homes,1,46.8963,-64.1507
C0B 1Z0,Sign Shop - Tignish,1,46.8963,-64.1507
C0B 1Z0,Summerside Government Garage,2,46.8963,-64.1507
C0B 1Z0,Tignish Area Gov Services Offi,1,46.8963,-64.1507
C0B 1Z0,Tignish Liquor Store,1,46.8963,-64.1507
C0B 1Z0,West Prince Regional Serv. Ctr,1,46.8963,-64.1507
C0B 2A0,Cabot Beach Park,1,46.434,-63.8219
C0B 2A0,Ch'Town Government Garage,1,46.434,-63.8219
C0B 2A0,Coles Building,1,46.434,-63.8219
C0B 2A0,Elmer Blanchard Building,1,46.434,-63.8219
C0B 2A0,Harbourside Health Centre,1,46.434,-63.8219
C0B 2A0,Linkletter Park,1,46.434,-63.8219
C0B 2A0,Provincial Admin Building,1,46.434,-63.8219
C0B 2A0,Provincial Correctional Centre,1,46.434,-63.8219
C0B 2A0,Summerside Government Garage,3,46.434,-63.8219
C0B 2A0,Summerside Youth Centre,1,46.434,-63.8219
C0B 2B0,51-53 Water Street,1,46.9438,-64.082
C0B 2B0,Alberton Liquor Store,1,46.9438,-64.082
C0B 2B0,Alberton Rural Action Centre,1,46.9438,-64.082
C0B 2B0,Alma Depot/Transportation & PW,9,46.9438,-64.082
C0B 2B0,Bloomfield Park,1,46.9438,-64.082
C0B 2B0,Coles Building,1,46.9438,-64.082
C0B 2B0,Confed Trail - W Prince,4,46.9438,-64.082
C0B 2B0,Elmsdale Bus Depot,1,46.9438,-64.082
C0B 2B0,Forestry Depot Wellington,2,46.9438,-64.082
C0B 2B0,Future Tech West Building,1,46.9438,-64.082
C0B 2B0,Jacques Cartier Park,3,46.9438,-64.082
C0B 2B0,O'Leary Cannabis Store,1,46.9438,-64.082
C0B 2B0,Provincial Admin Building,2,46.9438,-64.082
C0B 2B0,Red Road Homes,1,46.9438,-64.082
C0B 2B0,Sign Shop - Tignish,2,46.9438,-64.082
C0B 1G0,Tyne Valley Child/Youth Dev Hl,1,46.3395,-63.7044
C0B 1J0,O'Leary Cannabis Store,1,46.6316,-63.9907
C0B 1L0,Red Road Homes,1,46.3494,-63.606
C0B 1M0,Potato Service Building,1,46.4358,-63.6306
C0B 1M0,Provincial Admin Building,1,46.4358,-63.6306
C0B 1M0,Summerside Youth Centre,1,46.4358,-63.6306
C0B 1M0,Kensington Liquor Store,1,46.4358,-63.6306
C0B 1N0,Kings County Memorial Hospital,1,46.3406,-63.6031
C0B 1T0,Summerside Youth Centre,1,46.8808,-64.2234
C0B 2B0,Summerside Government Garage,9,46.9438,-64.082
C0B 2B0,Tignish Area Gov Services Offi,6,46.9438,-64.082
C0B 2B0,Tignish Body Shop,1,46.9438,-64.082
C0B 2B0,Tignish Library,2,46.9438,-64.082
C0B 2B0,Tignish Liquor Store,8,46.9438,-64.082
C0B 2B0,Tyne Valley Child/Youth Dev Hl,1,46.9438,-64.082
C0B 2B0,Wellington Rural Action Centre,1,46.9438,-64.082
C0B 2B0,West Prince Regional Serv. Ctr,3,46.9438,-64.082
C0B 2B0,Western Hospital,2,46.9438,-64.082
C0B 2B0,West Prince Regional Serv. Ctr,1,46.9438,-64.082
C0B 2C0,185 Beach Grove Road,1,46.5506,-63.9548
C0B 2C0,Access PEI - Summerside,1,46.5506,-63.9548
C0B 2C0,Cabot Beach Park,1,46.5506,-63.9548
C0B 2C0,Cedar Dunes Park,1,46.5506,-63.9548
C0B 2C0,Child & Family  Services,2,46.5506,-63.9548
C0B 2C0,Comm & Corr Services,3,46.5506,-63.9548
C0B 2C0,Confed Trail - W Prince,1,46.5506,-63.9548
C0B 2C0,Granville Street Liquor Store,1,46.5506,-63.9548
C0B 2C0,Green Park Historic Site,1,46.5506,-63.9548
C0B 2C0,Harbourside Health Centre,1,46.5506,-63.9548
C0B 2C0,Mill River Admin Office,1,46.5506,-63.9548
C0B 2C0,O'Leary Cannabis Store,1,46.5506,-63.9548
C0B 2C0,Potato Service Building,1,46.5506,-63.9548
C0B 2C0,Provincial Admin Building,2,46.5506,-63.9548
C0B 2C0,Summerside,1,46.5506,-63.9548
C0B 2C0,Summerside Government Garage,10,46.5506,-63.9548
C0B 2C0,Summerside Rotary Reg. Library,2,46.5506,-63.9548
C0B 2C0,Tyne Valley Child/Youth Dev Hl,1,46.5506,-63.9548
C0B 2C0,Tyne Valley Library,1,46.5506,-63.9548
C0B 2C0,Tyne Valley Liquor Store,2,46.5506,-63.9548
C0B 2C0,West Prince Regional Serv. Ctr,2,46.5506,-63.9548
C0B 2E0,51-53 Water Street,2,46.4531,-64.0001
C0B 2E0,Abrams Village Library,4,46.4531,-64.0001
C0B 2E0,Access PEI - Summerside,1,46.4531,-64.0001
C0B 2E0,Aubin Arsenault Bldg,1,46.4531,-64.0001
C0B 2E0,Beaconsfield Historic House,1,46.4531,-64.0001
C0B 2E0,Borden Visitor Information Cen,1,46.4531,-64.0001
C0B 2E0,Child & Family  Services,1,46.4531,-64.0001
C0B 2E0,Elmer Blanchard Building,1,46.4531,-64.0001
C0B 2E0,Evangline Reg. Service Centre,4,46.4531,-64.0001
C0B 2E0,Forestry Depot Wellington,3,46.4531,-64.0001
C0B 2E0,French Museum,2,46.4531,-64.0001
C0B 2E0,Holman Building (Ch'town),3,46.4531,-64.0001
C0B 2E0,Holman Centre (Summerside),4,46.4531,-64.0001
C0B 2E0,Linkletter Park,1,46.4531,-64.0001
C0B 2E0,Prince County Jail &Courthouse,1,46.4531,-64.0001
C0B 2E0,Provincial Admin Building,4,46.4531,-64.0001
C0B 2E0,Sherwood Business Centre,2,46.4531,-64.0001
C0B 2E0,Summerside Cannabis Store,1,46.4531,-64.0001
C0B 2E0,Summerside Government Garage,13,46.4531,-64.0001
C0B 2E0,Summerside Waterfront Mall,1,46.4531,-64.0001
C0B 2E0,Tyne Valley Child/Youth Dev Hl,1,46.4531,-64.0001
C0B 2E0,Wellington Liquor Store,1,46.4531,-64.0001
C0B 2E0,Wellington Rural Action Centre,1,46.4531,-64.0001
C0B 2E0,West Prince Regional Serv. Ctr,1,46.4531,-64.0001
C1A 0A3,Provincial Admin Building,1,46.2693,-63.123
C1A 0A4,Ch'Town Government Garage,1,46.2684,-63.1237
C1A 0A4,Provincial Admin Building,1,46.2684,-63.1237
C1A 0A4,Sherwood Business Centre,1,46.2684,-63.1237
C1A 0A8,Provincial Admin Building,1,46.3247,-63.0318
C1A 0C1,West Royalty Liquor Store,1,46.2483,-63.1305
C1A 0C4,Founders' Hall,1,46.2483,-63.1305
C1A 0C6,Coles Building,1,46.2483,-63.1305
C1A 0E1,Charlottetown,1,46.2483,-63.1305
C1A 0E1,J. Angus MacLean Bldg,1,46.2483,-63.1305
C1A 0E1,Provincial Admin Building,1,46.2483,-63.1305
C1A 0E3,Confederation Centre,1,46.2482,-63.1305
C1A 0H9,Founders' Hall,1,46.2379,-63.1282
C1A 1A7,Provincial Admin Building,1,46.2337,-63.1226
C1A 1A8,Ch'Town Government Garage,1,46.2338,-63.1228
C1A 1B5,16 Garfield St.,1,46.2331,-63.1246
C1A 1B6,Ch'Town Government Garage,1,46.2333,-63.1248
C1A 1B6,Provincial Admin Building,1,46.2333,-63.1248
C1A 1B8,Elmer Blanchard Building,2,46.2342,-63.1234
C1A 1B8,Southern Kings & Queens RSC,1,46.2342,-63.1234
C1A 1C1,Provincial Admin Building,1,46.2351,-63.1218
C1A 1C3,Ch'Town Government Garage,1,46.2361,-63.1204
C1A 1C3,Provincial Admin Building,1,46.2361,-63.1204
C1A 1C3,Summerside Youth Centre,1,46.2361,-63.1204
C1A 1C4,Provincial Admin Building,1,46.2371,-63.1193
C1A 1C5,Provincial Admin Building,1,46.2318,-63.128
C1A 1E2,Provincial Admin Building,1,46.2346,-63.1239
C1A 1E3,J. Angus MacLean Bldg,1,46.2355,-63.1223
C1A 1E6,Stratford Liquor Store,1,46.2365,-63.1209
C1A 1E8,Ch'Town Government Garage,1,46.2376,-63.1197
C1A 1G6,Elmer Blanchard Building,1,46.2349,-63.1243
C1A 1G6,Provincial Admin Building,1,46.2349,-63.1243
C1A 1H2,Ch'Town Government Garage,1,46.2379,-63.1201
C1A 1H2,Provincial Admin Building,1,46.2379,-63.1201
C1A 1H2,Provincial Correctional Centre,1,46.2379,-63.1201
C1A 1H5,Charlottetown,1,46.2315,-63.1307
C1A 1H5,Provincial Admin Building,1,46.2315,-63.1307
C1A 1H7,197 Richmond Street/Ctrown Att,1,46.2334,-63.1279
C1A 1H7,Provincial Admin Building,1,46.2334,-63.1279
C1A 1H9,Provincial Admin Building,2,46.2343,-63.1263
C1A 1J9,Finance PEI,1,46.2383,-63.1206
C1A 1K4,Provincial Admin Building,1,46.2321,-63.1316
C1A 1K4,West Royalty Liquor Store,1,46.2321,-63.1316
C1A 1K8,Tyne Valley Child/Youth Dev Hl,1,46.2342,-63.129
C1A 1L5,40B Burns Ave.,1,46.238,-63.1231
C1A 1M8,Forestry Queens,1,46.2338,-63.1314
C1A 1M9,Liquor Control Commission,1,46.2348,-63.1299
C1A 1P8,Atlantic Technology Centre,1,46.2392,-63.1249
C1A 1P8,Provincial Admin Building,1,46.2392,-63.1249
C1A 1P8,Sherwood Business Centre,1,46.2392,-63.1249
C1A 1P9,Provincial Admin Building,1,46.2343,-63.132
C1A 1R3,Beaconsfield Historic House,1,46.2346,-63.1325
C1A 1R6,Provincial Admin Building,1,46.2367,-63.1298
C1A 1S4,Ch'Town Government Garage,1,46.2396,-63.1253
C1A 1S5,Provincial Admin Building,1,46.2397,-63.1255
C1A 1S7,Atlantic Technology Centre,1,46.2406,-63.124
C1A 1S7,Provincial Correctional Centre,1,46.2406,-63.124
C1A 1S9,May Point Plaza,1,46.2415,-63.1226
C1A 1S9,Provincial Admin Building,3,46.2415,-63.1226
C1A 1T1,Provincial Admin Building,1,46.2422,-63.1216
C1A 1T4,Provincial Admin Building,2,46.234,-63.1357
C1A 1T6,Provincial Admin Building,1,46.2335,-63.1369
C1A 1T9,Customs House,1,46.2321,-63.1398
C1A 1T9,SirLouisHenryDaviesLawCourt,1,46.2321,-63.1398
C1A 1V5,Ch'Town Government Garage,1,46.2346,-63.1348
C1A 1V6,Provincial Admin Building,1,46.2345,-63.1345
C1A 1W6,Dairy Labs,1,46.2384,-63.1294
C1A 1W6,Highway Safety Charlottetown,1,46.2384,-63.1294
C1A 1W8,Liquor Control Commission,1,46.2389,-63.1285
C1A 1X2,Provincial Admin Building,1,46.24,-63.1269
C1A 1X4,Province House,1,46.2413,-63.125
C1A 1X5,Provincial Admin Building,1,46.2414,-63.1252
C1A 1X6,Provincial Admin Building,1,46.2418,-63.1243
C1A 1Y1,Provincial Admin Building,1,46.2431,-63.1224
C1A 1Y2,Provincial Admin Building,1,46.2433,-63.1225
C1A 1Y4,Elmer Blanchard Building,1,46.2331,-63.1394
C1A 1Y4,Founders' Hall,1,46.2331,-63.1394
C1A 1Y7,Tyne Valley Child/Youth Dev Hl,1,46.2343,-63.1375
C1A 1Y9,Sherwood Business Centre,1,46.2346,-63.1362
C1A 1Z1,Provincial Admin Building,2,46.2348,-63.1364
C1A 1Z1,Research Station,1,46.2348,-63.1364
C1A 2A2,Government House,1,46.2336,-63.1398
C1A 2A3,Provincial Admin Building,1,46.2338,-63.14
C1A 2A7,Beaconsfield Historic House,1,46.2345,-63.1392
C1A 2A8,Provincial Admin Building,1,46.235,-63.1381
C1A 2A9,Beaconsfield Historic House,1,46.2355,-63.137
C1A 2A9,Coles Building,1,46.2355,-63.137
C1A 2B1,Provincial Admin Building,1,46.2354,-63.1368
C1A 2B6,Sherwood Business Centre,1,46.2374,-63.1332
C1A 2B7,Ch'Town Government Garage,1,46.2382,-63.1316
C1A 2B7,Provincial Admin Building,1,46.2382,-63.1316
C1A 2B8,Highway Safety Charlottetown,1,46.2383,-63.1317
C1A 2B9,Ch'Town Government Garage,1,46.2393,-63.1302
C1A 2C5,Provincial Admin Building,1,46.2339,-63.1441
C1A 2C7,Prince County Jail &Courthouse,1,46.234,-63.1464
C1A 2E6,16 Garfield St.,1,46.2356,-63.1401
C1A 2E8,Coles Building,1,46.236,-63.1389
C1A 2E9,Provincial Admin Building,1,46.2365,-63.1377
C1A 2G2,Beaconsfield Historic House,1,46.237,-63.1363
C1A 2G5,Atlantic Technology Centre,1,46.2391,-63.1324
C1A 2H6,Provincial Admin Building,1,46.2377,-63.1377
C1A 2H6,Provincial Correctional Centre,1,46.2377,-63.1377
C1A 2H8,Provincial Admin Building,1,46.2384,-63.1363
C1A 2H9,Provincial Admin Building,3,46.2385,-63.136
C1A 2J1,Provincial Admin Building,1,46.2383,-63.136
C1A 2J2,Provincial Admin Building,1,46.2392,-63.1336
C1A 2J4,Oak Tree Place,1,46.2398,-63.1325
C1A 2K2,Provincial Admin Building,1,46.2386,-63.1382
C1A 2K3,Provincial Admin Building,1,46.2377,-63.1402
C1A 2K9,Provincial Admin Building,1,46.2407,-63.1332
C1A 2L5,Sherwood Business Centre,1,46.2394,-63.1391
C1A 2M1,Provincial Admin Building,1,46.2428,-63.13
C1A 2M3,Provincial Admin Building,1,46.2449,-63.1252
C1A 2M3,Provincial Correctional Centre,1,46.2449,-63.1252
C1A 2M5,Stratford Access PEI,1,46.2425,-63.1329
C1A 2M9,Provincial Admin Building,1,46.2439,-63.1289
C1A 2N2,Provincial Admin Building,1,46.2443,-63.1279
C1A 2N3,Coles Building,1,46.2438,-63.1303
C1A 2N9,Research Station,1,46.2408,-63.1385
C1A 2P4,Sherwood Business Centre,1,46.2394,-63.1459
C1A 2P5,Provincial Admin Building,1,46.2402,-63.1489
C1A 2R2,Provincial Admin Building,1,46.2444,-63.1309
C1A 2R5,Provincial Admin Building,1,46.2428,-63.139
C1A 2R7,Provincial Admin Building,1,46.2448,-63.1341
C1A 2S4,Provincial Admin Building,1,46.2411,-63.1486
C1A 2S5,Coles Building,1,46.2409,-63.1485
C1A 2S9,40B Burns Ave.,1,46.2437,-63.1483
C1A 2T2,Liquor Control Commission,1,46.2433,-63.1444
C1A 2T6,Murchison House,1,46.2435,-63.1395
C1A 2T7,Customs House,1,46.2436,-63.1396
C1A 2W4,Provincial Correctional Centre,1,46.2452,-63.1464
C1A 2W8,Holman Building (Ch'town),1,46.246,-63.1441
C1A 2W8,Provincial Admin Building,1,46.246,-63.1441
C1A 2X5,Sherwood Business Centre,1,46.2453,-63.1527
C1A 2Y2,Provincial Admin Building,1,46.2456,-63.1523
C1A 2Y3,40B Burns Ave.,2,46.2468,-63.1507
C1A 2Y3,Provincial Admin Building,1,46.2468,-63.1507
C1A 2Y7,Ch'Town Government Garage,1,46.2484,-63.1455
C1A 2Y8,CARREFOUR DE L'ISLE-SAINT-JEAN,1,46.2486,-63.1457
C1A 2Z1,Holman Centre (Summerside),1,46.2561,-63.1289
C1A 2Z3,Provincial Admin Building,1,46.2573,-63.1255
C1A 2Z5,40B Burns Ave.,1,46.2503,-63.1459
C1A 2Z6,Provincial Admin Building,1,46.2504,-63.146
C1A 2Z8,Provincial Admin Building,1,46.2507,-63.148
C1A 3A3,Provincial Admin Building,2,46.2522,-63.1493
C1A 3A5,Provincial Admin Building,1,46.2527,-63.1511
C1A 3A7,Provincial Admin Building,1,46.2311,-63.1461
C1A 3B1,Provincial Admin Building,1,46.2373,-63.15
C1A 3B2,Beaconsfield Historic House,1,46.2343,-63.1501
C1A 3B2,Sherwood Business Centre,1,46.2343,-63.1501
C1A 3B3,Ch'Town Government Garage,1,46.2469,-63.1525
C1A 3B7,Provincial Admin Building,1,46.2318,-63.1459
C1A 3B7,Sherwood Business Centre,1,46.2318,-63.1459
C1A 3C2,Charlottetown,1,46.2336,-63.147
C1A 3C2,Holman Centre (Summerside),1,46.2336,-63.147
C1A 3C3,Charlottetown,1,46.232,-63.1445
C1A 3C3,Confederation Centre,1,46.232,-63.1445
C1A 3C3,Provincial Admin Building,1,46.232,-63.1445
C1A 3E4,Provincial Admin Building,1,46.2348,-63.1438
C1A 3E4,Sherwood Business Centre,1,46.2348,-63.1438
C1A 3E5,Provincial Admin Building,1,46.2356,-63.1444
C1A 3E8,SirLouisHenryDaviesLawCourt,1,46.2394,-63.1468
C1A 3G9,Provincial Admin Building,1,46.2325,-63.1396
C1A 3H3,185 Beach Grove Road,1,46.2354,-63.1433
C1A 3H3,Province House,1,46.2354,-63.1433
C1A 3H4,Provincial Admin Building,1,46.2343,-63.1418
C1A 3H7,Atlantic Technology Centre,1,46.2368,-63.1445
C1A 3H7,Provincial Admin Building,1,46.2368,-63.1445
C1A 3H8,197 Richmond Street/Ctrown Att,1,46.2375,-63.1449
C1A 3J1,Queen Street Liquor Store,1,46.237,-63.1431
C1A 3J1,West Royalty Liquor Store,1,46.237,-63.1431
C1A 3J3,Provincial Admin Building,1,46.2378,-63.1439
C1A 3J4,Provincial Admin Building,1,46.2403,-63.1454
C1A 3J5,Provincial Admin Building,1,46.2404,-63.1452
C1A 3K6,Charlottetown Cannabis Store,1,46.234,-63.1397
C1A 3K6,Liquor Control Commission,1,46.234,-63.1397
C1A 3K6,Sherwood Business Centre,1,46.234,-63.1397
C1A 3K7,Provincial Admin Building,1,46.2353,-63.1407
C1A 3K8,Sherwood Business Centre,1,46.236,-63.1409
C1A 3L1,Potato Service Building,1,46.2369,-63.1416
C1A 3L2,Ch'Town Government Garage,1,46.2377,-63.1425
C1A 3L4,Atlantic Technology Centre,1,46.241,-63.1444
C1A 3L5,185 Beach Grove Road,1,46.2426,-63.1455
C1A 3L5,40C Burns Ave.,1,46.2426,-63.1455
C1A 3L5,EAL Unit,1,46.2426,-63.1455
C1A 3L7,J. Angus MacLean Bldg,1,46.244,-63.1462
C1A 3L7,Queen Street Liquor Store,1,46.244,-63.1462
C1A 3L7,Sherwood Business Centre,1,46.244,-63.1462
C1A 3L8,Charlottetown Cannabis Store,1,46.2459,-63.1475
C1A 3L8,Montague Cannabis Store,1,46.2459,-63.1475
C1A 3M3,Red Road Homes,1,46.2492,-63.1501
C1A 3M8,Provincial Admin Building,1,46.2335,-63.1379
C1A 3N2,Provincial Admin Building,1,46.2342,-63.1385
C1A 3N3,Beaconsfield Historic House,1,46.2352,-63.1392
C1A 3N3,Founders' Hall,1,46.2352,-63.1392
