postalcode,work_location,employee_count,latitude,longitude
C0A 1S0,Bridgetown Goverment Garage,3,46.4349,-62.6997
C0A 1S0,Brudenell Admin Office,1,46.4349,-62.6997
C0A 1S0,Cardigan Bus Depot,1,46.4349,-62.6997
C0A 1S0,Charlottetown,1,46.4349,-62.6997
C0A 1S0,Ch'Town Government Garage,1,46.4349,-62.6997
C0A 1S0,Coles Building,2,46.4349,-62.6997
C0A 1S0,Confed Trail - Eastern Region,1,46.4349,-62.6997
C0A 1S0,Crowbush Golf Course,11,46.4349,-62.6997
C0A 1S0,Dundarave,2,46.4349,-62.6997
C0A 1S0,Elmer Blanchard Building,1,46.4349,-62.6997
C0A 1S0,Frank Gaudet Nursery,1,46.4349,-62.6997
C0A 1S0,Georgetown Government Garage,9,46.4349,-62.6997
C0A 1S0,Highway Safety Charlottetown,1,46.4349,-62.6997
C0A 1S0,Montague Cannabis Store,1,46.4349,-62.6997
C0A 1S0,Montague Liquor Store,1,46.4349,-62.6997
C0A 1S0,Morell Library,3,46.4349,-62.6997
C0A 1S0,Mt. Stewart Highway Labs,2,46.4349,-62.6997
C0A 1S0,Oak Tree Place,1,46.4349,-62.6997
C0A 1S0,Provincial Admin Building,13,46.4349,-62.6997
C0A 1S0,Research Station,2,46.4349,-62.6997
C0A 1S0,Sherwood Business Centre,4,46.4349,-62.6997
C0A 1S0,Summerside Government Garage,1,46.4349,-62.6997
C0A 1S0,Tyne Valley Child/Youth Dev Hl,1,46.4349,-62.6997
C0A 1S0,185 Beach Grove Road,1,46.2079,-62.8216
C0A 1S0,51-53 Water Street,1,46.2079,-62.8216
C0A 1S0,"548 Main St., Montague",3,46.2079,-62.8216
C0A 1S0,Atlantic Technology Centre,3,46.2079,-62.8216
C0A 1S0,Bridgetown Goverment Garage,3,46.2079,-62.8216
C0A 1S0,Brudenell Admin Office,1,46.2079,-62.8216
C0A 1S0,Cardigan Bus Depot,1,46.2079,-62.8216
C0A 1S0,Charlottetown,1,46.2079,-62.8216
C0A 1S0,Ch'Town Government Garage,1,46.2079,-62.8216
C0A 1S0,Coles Building,2,46.2079,-62.8216
C0A 1S0,Confed Trail - Eastern Region,1,46.2079,-62.8216
C0A 1S0,Crowbush Golf Course,11,46.2079,-62.8216
C0A 1S0,Dundarave,2,46.2079,-62.8216
C0A 1S0,Elmer Blanchard Building,1,46.2079,-62.8216
C0A 1S0,Frank Gaudet Nursery,1,46.2079,-62.8216
C0A 1S0,Georgetown Government Garage,9,46.2079,-62.8216
C0A 1S0,Highway Safety Charlottetown,1,46.2079,-62.8216
C0A 1S0,Montague Cannabis Store,1,46.2079,-62.8216
C0A 1S0,Montague Liquor Store,1,46.2079,-62.8216
C0A 1S0,Morell Library,3,46.2079,-62.8216
C0A 1S0,Mt. Stewart Highway Labs,2,46.2079,-62.8216
C0A 1S0,Oak Tree Place,1,46.2079,-62.8216
C0A 1S0,Provincial Admin Building,13,46.2079,-62.8216
C0A 1S0,Research Station,2,46.2079,-62.8216
C0A 1S0,Sherwood Business Centre,4,46.2079,-62.8216
C0A 1S0,Summerside Government Garage,1,46.2079,-62.8216
C0A 1S0,Tyne Valley Child/Youth Dev Hl,1,46.2079,-62.8216
C0A 1T0,185 Beach Grove Road,1,46.3852,-62.8665
C0A 1T0,22 Hunt Court,1,46.3852,-62.8665
C0A 1T0,40A Burns Ave.,1,46.3852,-62.8665
C0A 1T0,51-53 Water Street,1,46.3852,-62.8665
C0A 1T0,"548 Main St., Montague",2,46.3852,-62.8665
C0A 1T0,Atlantic Technology Centre,1,46.3852,-62.8665
C0A 1T0,Borden Scale House,1,46.3852,-62.8665
C0A 1T0,Bridgetown Goverment Garage,1,46.3852,-62.8665
C0A 1T0,Brudenell Admin Office,2,46.3852,-62.8665
C0A 1T0,Charlottetown,1,46.3852,-62.8665
C0A 1T0,Ch'Town Government Garage,14,46.3852,-62.8665
C0A 1T0,Confederation Centre,1,46.3852,-62.8665
C0A 1T0,Crowbush Golf Course,12,46.3852,-62.8665
C0A 1T0,Education Technology Centre,1,46.3852,-62.8665
C0A 1T0,Elmer Blanchard Building,3,46.3852,-62.8665
C0A 1T0,Forestry Dept- Southhampton-St,3,46.3852,-62.8665
C0A 1T0,Forestry Queens,2,46.3852,-62.8665
C0A 1T0,Frank Gaudet Nursery,4,46.3852,-62.8665
C0A 1T0,Georgetown Government Garage,9,46.3852,-62.8665
C0A 1T0,Government House,1,46.3852,-62.8665
C0A 1T0,Holman Building (Ch'town),1,46.3852,-62.8665
C0A 1T0,Innovation PEI,1,46.3852,-62.8665
C0A 1T0,Liquor Control Commission,3,46.3852,-62.8665
C0A 1T0,Montague,1,46.3852,-62.8665
C0A 1T0,Montague Library,2,46.3852,-62.8665
C0A 1T0,Morell Library,2,46.3852,-62.8665
C0A 1T0,Mt. Stewart Highway Labs,4,46.3852,-62.8665
C0A 1T0,Mt. Stewart Library,2,46.3852,-62.8665
C0A 1T0,Murchison House,1,46.3852,-62.8665
C0A 1T0,Northumberland Park,1,46.3852,-62.8665
C0A 1T0,Oak Tree Place,2,46.3852,-62.8665
C0A 1T0,Orwell Corner Museum,1,46.3852,-62.8665
C0A 1T0,Provincial Admin Building,27,46.3852,-62.8665
C0A 1T0,Provincial Correctional Centre,4,46.3852,-62.8665
C0A 1T0,Queen Street Liquor Store,1,46.3852,-62.8665
C0A 1T0,Red Point Park,1,46.3852,-62.8665
C0A 1T0,Red Road Homes,8,46.3852,-62.8665
C0A 1T0,Sherwood Business Centre,3,46.3852,-62.8665
C0A 1T0,Southern Kings & Queens RSC,2,46.3852,-62.8665
C0A 1T0,St. Peters Library,1,46.3852,-62.8665
C0A 1B0,Borden Visitor Information Cen,1,46.0016,-62.8331
C0A 1G0,"548 Main St., Montague",1,46.2512,-62.6163
C0A 1H1,Provincial Correctional Centre,1,46.2405,-62.8677
C0A 1H4,Provincial Correctional Centre,2,46.2405,-62.8677
C0A 1H6,Liquor Control Commission,1,46.2405,-62.8677
C0A 1H8,Provincial Admin Building,1,46.2405,-62.8677
C0A 1H9,Community Hospital,1,46.2405,-62.8677
C0A 1J0,Borden Scale House,1,46.24,-63.5004
C0A 1J0,Borden Scale House,1,46.2079,-62.8216
C0A 1N0,Summerside Youth Centre,1,46.4018,-63.3387
C0A 1P0,Province House,1,46.3352,-63.1
C0A 1P0,Provincial Admin Building,1,46.3352,-63.1
C0A 1P0,SirLouisHenryDaviesLawCourt,1,46.3352,-63.1
C0A 1R0,"548 Main St., Montague",1,46.1846,-62.6497
C0A 1R0,Southern Kings & Queens RSC,1,46.1846,-62.6497
C0A 1T0,Undefined Location,1,46.3852,-62.8665
C0A 1T0,West Royalty Industrial Park,1,46.3852,-62.8665
C0A 1T0,Red Road Homes,1,46.3852,-62.8665
C0A 1T0,Southern Kings & Queens RSC,1,46.3852,-62.8665
C0A 1V0,Bridgetown Goverment Garage,1,46.0026,-62.5201
C0A 1V0,Forestry Dept- Southhampton-St,1,46.0026,-62.5201
C0A 1V0,Georgetown Government Garage,2,46.0026,-62.5201
C0A 1V0,King's Castle Park,3,46.0026,-62.5201
C0A 1V0,Montague,1,46.0026,-62.5201
C0A 1V0,Provincial Admin Building,3,46.0026,-62.5201
C0A 1V0,Red Road Homes,1,46.0026,-62.5201
C0A 1V0,Souris,1,46.0026,-62.5201
C0A 1V0,Southern Kings & Queens RSC,1,46.0026,-62.5201
C0A 1V0,VisitorInfo.Centre WoodIslands,2,46.0026,-62.5201
C0A 1W0,22 Hunt Court,1,46.0344,-62.6163
C0A 1W0,"548 Main St., Montague",2,46.0344,-62.6163
C0A 1W0,Bridgetown Goverment Garage,2,46.0344,-62.6163
C0A 1W0,Brudenell Admin Office,1,46.0344,-62.6163
C0A 1W0,Brudenell Golf,2,46.0344,-62.6163
C0A 1W0,Ch'Town Government Garage,5,46.0344,-62.6163
C0A 1W0,Frank Gaudet Nursery,1,46.0344,-62.6163
C0A 1W0,Georgetown Government Garage,7,46.0344,-62.6163
C0A 1W0,King's Castle Park,3,46.0344,-62.6163
C0A 1W0,Montague Cannabis Store,1,46.0344,-62.6163
C0A 1W0,Murray Harbour/River Libraries,2,46.0344,-62.6163
C0A 1W0,Northumberland Park,2,46.0344,-62.6163
C0A 1W0,Pamure Island Park,1,46.0344,-62.6163
C0A 1W0,Provincial Admin Building,7,46.0344,-62.6163
C0A 1W0,Provincial Correctional Centre,1,46.0344,-62.6163
C0A 1W0,Southern Kings & Queens RSC,4,46.0344,-62.6163
C0A 1W0,VisitorInfo.Centre WoodIslands,3,46.0344,-62.6163
C0A 1X0,185 Beach Grove Road,1,46.208,-62.821
C0A 1X0,Ch'Town Government Garage,2,46.208,-62.821
C0A 1X0,Education Technology Centre,1,46.208,-62.821
C0A 1X0,Government House,1,46.208,-62.821
C0A 1X0,North Rustico Liquor Store,1,46.208,-62.821
C0A 1X0,Provincial Admin Building,4,46.208,-62.821
C0A 1X0,Provincial Correctional Centre,3,46.208,-62.821
C0A 1X0,Summerside Government Garage,1,46.208,-62.821
C0A 1X0,Summerside Youth Centre,1,46.208,-62.821
C0A 1Y0,185 Beach Grove Road,2,46.208,-62.821
C0A 1Y0,22 Hunt Court,1,46.208,-62.821
C0A 1Y0,40A Burns Ave.,1,46.208,-62.821
C0A 1Y0,40B Burns Ave.,1,46.208,-62.821
C0A 1Y0,51-53 Water Street,1,46.208,-62.821
C0A 1Y0,Atlantic Technology Centre,1,46.208,-62.821
C0A 1Y0,Beaconsfield Historic House,1,46.208,-62.821
C0A 1Y0,Bradalbane Library,1,46.208,-62.821
C0A 1Y0,Brookvale Ski Resort,3,46.208,-62.821
C0A 1Y0,Ch'Town Government Garage,9,46.208,-62.821
C0A 1Y0,Coles Building,1,46.208,-62.821
C0A 1Y0,Elmer Blanchard Building,1,46.208,-62.821
C0A 1Y0,Holman Centre (Summerside),2,46.208,-62.821
C0A 1Y0,Liquor Control Commission,1,46.208,-62.821
C0A 1Y0,May Point Plaza,1,46.208,-62.821
C0A 1Y0,Potato Service Building,1,46.208,-62.821
C0A 1Y0,Provincial Admin Building,22,46.208,-62.821
C0A 1Y0,Provincial Correctional Centre,1,46.208,-62.821
C0A 1Y0,Red Road Homes,1,46.208,-62.821
C0A 1Y0,Sherwood Business Centre,4,46.208,-62.821
C0A 1Y0,SirLouisHenryDaviesLawCourt,1,46.208,-62.821
C0A 1Y0,Summerside Government Garage,1,46.208,-62.821
C0A 1Y0,West Prince Regional Serv. Ctr,1,46.208,-62.821
C0A 1Y0,West Royalty Liquor Store,1,46.208,-62.821
C0A 1Y0,Provincial Admin Building,1,46.208,-62.821
C0A 1Y0,185 Beach Grove Road,2,46.2079,-62.8216
C0A 1Y0,22 Hunt Court,1,46.2079,-62.8216
C0A 1Y0,40A Burns Ave.,1,46.2079,-62.8216
C0A 1Y0,40B Burns Ave.,1,46.2079,-62.8216
C0A 1Y0,51-53 Water Street,1,46.2079,-62.8216
C0A 1Y0,Atlantic Technology Centre,1,46.2079,-62.8216
C0A 1Y0,Beaconsfield Historic House,1,46.2079,-62.8216
C0A 1Y0,Bradalbane Library,1,46.2079,-62.8216
C0A 1Y0,Brookvale Ski Resort,3,46.2079,-62.8216
C0A 1Y0,Ch'Town Government Garage,9,46.2079,-62.8216
C0A 1Y0,Coles Building,1,46.2079,-62.8216
C0A 1Y0,Elmer Blanchard Building,1,46.2079,-62.8216
C0A 1Y0,Holman Centre (Summerside),2,46.2079,-62.8216
C0A 1Y0,Liquor Control Commission,1,46.2079,-62.8216
C0A 1Y0,May Point Plaza,1,46.2079,-62.8216
C0A 1Y0,Potato Service Building,1,46.2079,-62.8216
C0A 1Y0,Provincial Admin Building,22,46.2079,-62.8216
C0A 1Y0,Provincial Correctional Centre,1,46.2079,-62.8216
C0A 1Y0,Red Road Homes,1,46.2079,-62.8216
C0A 1Y0,Sherwood Business Centre,4,46.2079,-62.8216
C0A 1Y0,SirLouisHenryDaviesLawCourt,1,46.2079,-62.8216
C0A 1Y0,Summerside Government Garage,1,46.2079,-62.8216
C0A 1Y0,West Prince Regional Serv. Ctr,1,46.2079,-62.8216
C0A 1Y0,West Royalty Liquor Store,1,46.2079,-62.8216
C0A 1Y0,Provincial Admin Building,1,46.2079,-62.8216
C0A 2A0,40B Burns Ave.,1,46.4345,-62.583
C0A 2A0,"548 Main St., Montague",2,46.4345,-62.583
C0A 2A0,Atlantic Technology Centre,1,46.4345,-62.583
C0A 2A0,Basin Head Museum/Elmira,1,46.4345,-62.583
C0A 2A0,Basin Head Park,1,46.4345,-62.583
C0A 2A0,Bridgetown Goverment Garage,5,46.4345,-62.583
C0A 2A0,Brudenell Admin Office,1,46.4345,-62.583
C0A 2A0,Brudenell Golf,2,46.4345,-62.583
C0A 2A0,Ch'Town Government Garage,1,46.4345,-62.583
C0A 2A0,Crowbush Golf Course,7,46.4345,-62.583
C0A 2A0,Douses Road,1,46.4345,-62.583
C0A 2A0,Dundarave,3,46.4345,-62.583
C0A 2A0,Eastern Kings Regional Service,1,46.4345,-62.583
C0A 2A0,Elmer Blanchard Building,1,46.4345,-62.583
C0A 2A0,Georgetown Government Garage,17,46.4345,-62.583
C0A 2A0,Johnny Ross Young RSC,2,46.4345,-62.583
C0A 2A0,Morell Library,2,46.4345,-62.583
C0A 2A0,Mt. Stewart Highway Labs,2,46.4345,-62.583
C0A 2A0,Murray Harbour/River Libraries,1,46.4345,-62.583
C0A 2A0,Orwell Corner Museum,1,46.4345,-62.583
C0A 2A0,Provincial Admin Building,8,46.4345,-62.583
C0A 2A0,Provincial Correctional Centre,1,46.4345,-62.583
C0A 2A0,Red Point Park,1,46.4345,-62.583
C0A 2A0,Sherwood Business Centre,2,46.4345,-62.583
C0A 2A0,Souris Visitor Information Cen,1,46.4345,-62.583
C0A 2A0,Southern Kings & Queens RSC,1,46.4345,-62.583
C0A 2A0,St. Peters Library,1,46.4345,-62.583
C0A 2B0,22 Hunt Court,1,46.208,-62.821
C0A 2B0,40A Burns Ave.,1,46.208,-62.821
C0A 2B0,"548 Main St., Montague",3,46.208,-62.821
C0A 2B0,Basin Head Museum/Elmira,5,46.208,-62.821
C0A 2B0,Basin Head Park,4,46.208,-62.821
C0A 2B0,Bridgetown Goverment Garage,8,46.208,-62.821
C0A 2B0,Brudenell Admin Office,1,46.208,-62.821
C0A 2B0,Brudenell Golf,1,46.208,-62.821
C0A 2B0,Cardigan Bus Depot,1,46.208,-62.821
C0A 2B0,Ch'Town Government Garage,1,46.208,-62.821
C0A 2B0,Coles Building,1,46.208,-62.821
C0A 2B0,Crowbush Golf Course,5,46.208,-62.821
C0A 2B0,Customs House,2,46.208,-62.821
C0A 2B0,Dundarave,1,46.208,-62.821
C0A 2B0,Eastern Kings Regional Service,6,46.208,-62.821
C0A 2B0,Education Technology Centre,1,46.208,-62.821
C0A 2B0,Elmer Blanchard Building,1,46.208,-62.821
C0A 2B0,Elmira Railway Station,2,46.208,-62.821
C0A 2B0,Forestry Dept- Southhampton-St,7,46.208,-62.821
C0A 2B0,Frank Gaudet Nursery,1,46.208,-62.821
C0A 2B0,Georgetown Government Garage,37,46.208,-62.821
C0A 2B0,Holman Building (Ch'town),1,46.208,-62.821
C0A 2B0,Johnny Ross Young RSC,5,46.208,-62.821
C0A 2B0,Provincial Admin Building,9,46.208,-62.821
C0A 2B0,Provincial Correctional Centre,2,46.208,-62.821
C0A 2B0,Red Point Park,16,46.208,-62.821
C0A 2B0,Red Road Homes,3,46.208,-62.821
C0A 2B0,SirLouisHenryDaviesLawCourt,1,46.208,-62.821
C0A 2B0,Souris,1,46.208,-62.821
C0A 2B0,Souris Library,2,46.208,-62.821
C0A 2B0,Souris Liquor Store,11,46.208,-62.821
C0A 2B0,Souris Visitor Information Cen,2,46.208,-62.821
C0A 2B0,Southern Kings & Queens RSC,4,46.208,-62.821
C0A 2B0,22 Hunt Court,1,46.2079,-62.8216
C0A 2B0,40A Burns Ave.,1,46.2079,-62.8216
C0A 2B0,"548 Main St., Montague",3,46.2079,-62.8216
C0A 2B0,Basin Head Museum/Elmira,5,46.2079,-62.8216
C0A 2B0,Basin Head Park,4,46.2079,-62.8216
C0A 2B0,Bridgetown Goverment Garage,8,46.2079,-62.8216
C0A 2B0,Brudenell Admin Office,1,46.2079,-62.8216
C0A 2B0,Brudenell Golf,1,46.2079,-62.8216
C0A 2B0,Cardigan Bus Depot,1,46.2079,-62.8216
C0A 2B0,Ch'Town Government Garage,1,46.2079,-62.8216
C0A 2B0,Coles Building,1,46.2079,-62.8216
C0A 2B0,Crowbush Golf Course,5,46.2079,-62.8216
C0A 2B0,Customs House,2,46.2079,-62.8216
C0A 2B0,Dundarave,1,46.2079,-62.8216
C0A 2B0,Eastern Kings Regional Service,6,46.2079,-62.8216
C0A 2B0,Education Technology Centre,1,46.2079,-62.8216
C0A 2B0,Elmer Blanchard Building,1,46.2079,-62.8216
C0A 2B0,Elmira Railway Station,2,46.2079,-62.8216
C0A 2B0,Forestry Dept- Southhampton-St,7,46.2079,-62.8216
C0A 2B0,Frank Gaudet Nursery,1,46.2079,-62.8216
C0A 2B0,Georgetown Government Garage,37,46.2079,-62.8216
C0A 2B0,Holman Building (Ch'town),1,46.2079,-62.8216
C0A 2B0,Johnny Ross Young RSC,5,46.2079,-62.8216
C0A 2B0,Provincial Admin Building,9,46.2079,-62.8216
C0A 2B0,Provincial Correctional Centre,2,46.2079,-62.8216
C0A 2B0,Red Point Park,16,46.2079,-62.8216
C0A 2B0,Red Road Homes,3,46.2079,-62.8216
C0A 2B0,SirLouisHenryDaviesLawCourt,1,46.2079,-62.8216
C0A 2B0,Souris,1,46.2079,-62.8216
C0A 2B0,Souris Library,2,46.2079,-62.8216
C0A 2B0,Souris Liquor Store,11,46.2079,-62.8216
C0A 2B0,Souris Visitor Information Cen,2,46.2079,-62.8216
C0A 2B0,Southern Kings & Queens RSC,4,46.2079,-62.8216
C0A 2E0,Atlantic Technology Centre,1,46.1851,-62.8832
C0A 2E0,Beaconsfield Historic House,1,46.1851,-62.8832
C0A 2E0,Bridgetown Goverment Garage,1,46.1851,-62.8832
C0A 2E0,Cardigan Liquor Store,1,46.1851,-62.8832
C0A 2E0,Charlottetown,1,46.1851,-62.8832
C0A 2E0,Ch'Town Government Garage,8,46.1851,-62.8832
C0A 2E0,Coles Building,1,46.1851,-62.8832
C0A 2E0,Customs House,2,46.1851,-62.8832
C0A 2E0,Eastern Kings Regional Service,1,46.1851,-62.8832
C0A 2E0,Georgetown Government Garage,1,46.1851,-62.8832
C0A 2E0,J. Angus MacLean Bldg,1,46.1851,-62.8832
C0A 2E0,Montague Cannabis Store,1,46.1851,-62.8832
C0A 2E0,Montague Library,1,46.1851,-62.8832
C0A 2E0,Orwell Corner Museum,4,46.1851,-62.8832
C0A 2E0,PEI Medicare Office,1,46.1851,-62.8832
C0A 2E0,Potato Service Building,3,46.1851,-62.8832
C0A 2E0,Provincial Admin Building,15,46.1851,-62.8832
C0A 2E0,Provincial Correctional Centre,1,46.1851,-62.8832
C0A 2E0,Red Road Homes,2,46.1851,-62.8832
C0A 2E0,Research Station,1,46.1851,-62.8832
C0A 2E0,Sherwood Business Centre,4,46.1851,-62.8832
C0A 2E0,SirLouisHenryDaviesLawCourt,1,46.1851,-62.8832
C0A 2E0,Southern Kings & Queens RSC,1,46.1851,-62.8832
C0A 2E0,St. Peters Library,1,46.1851,-62.8832
C0A 2E0,Stratford Liquor Store,4,46.1851,-62.8832
C0A 2E0,Summerside Youth Centre,1,46.1851,-62.8832
C0A 2E0,VisitorInfo.Centre WoodIslands,1,46.1851,-62.8832
C0A 2G0,Gateway Liquor Store,1,46.208,-62.821
C0A 2G0,Provincial Admin Building,2,46.208,-62.821
C0B 1A0,336 Lefurgey Ave.,3,46.2861,-63.6438
C0B 1A0,Access PEI - Summerside,2,46.2861,-63.6438
C0B 1A0,Borden Scale House,1,46.2861,-63.6438
C0B 1A0,Borden Visitor Information Cen,1,46.2861,-63.6438
C0B 1A0,Cabot Beach Park,1,46.2861,-63.6438
C0B 1A0,Coles Building,2,46.2861,-63.6438
C0B 1A0,Confederation Centre,1,46.2861,-63.6438
C0B 1A0,Crapaud Library,1,46.2861,-63.6438
C0B 1A0,Gateway Liquor Store,1,46.2861,-63.6438
C0B 1A0,Holman Centre (Summerside),2,46.2861,-63.6438
C0B 1A0,Potato Service Building,1,46.2861,-63.6438
C0B 1A0,Provincial Admin Building,2,46.2861,-63.6438
C0B 1A0,Research Station,2,46.2861,-63.6438
C0B 1A0,Sherwood Business Centre,1,46.2861,-63.6438
C0B 1A0,Summerside Government Garage,4,46.2861,-63.6438
C0B 1A0,Summerside Rotary Reg. Library,1,46.2861,-63.6438
C0B 1A0,Undefined Location,2,46.2861,-63.6438
C0B 1A0,West Prince Regional Serv. Ctr,1,46.2861,-63.6438
C0B 1A0,West Royalty Liquor Store,1,46.2861,-63.6438
C0B 1B0,336 Lefurgey Ave.,1,46.812,-64.0947
C0B 1B0,Access PEI - Summerside,2,46.812,-64.0947
C0B 1B0,Alberton Liquor Store,6,46.812,-64.0947
C0B 1B0,Alberton Public Library,2,46.812,-64.0947
C0B 1B0,Alberton Rural Action Centre,2,46.812,-64.0947
C0B 1B0,Alma Depot/Transportation & PW,14,46.812,-64.0947
C0B 1B0,Future Tech West Building,1,46.812,-64.0947
C0B 1B0,Holman Centre (Summerside),1,46.812,-64.0947
C0B 1B0,Jacques Cartier Park,10,46.812,-64.0947
C0B 1B0,Linkletter Park,2,46.812,-64.0947
C0B 1B0,Portage Visitor Info Centre,1,46.812,-64.0947
C0B 1B0,Queen Street Liquor Store,1,46.812,-64.0947
C0B 1B0,Sign Shop - Tignish,2,46.812,-64.0947
C0B 1B0,Summerside Government Garage,8,46.812,-64.0947
C0B 1B0,Summerside Rotary Reg. Library,1,46.812,-64.0947
C0B 1B0,Tyne Valley Child/Youth Dev Hl,1,46.812,-64.0947
C0B 1B0,West Prince Regional Serv. Ctr,2,46.812,-64.0947
C0B 1C0,Aubin Arsenault Bldg,1,46.3336,-63.7414
C0B 1C0,Elmer Blanchard Building,1,46.3336,-63.7414
C0B 1C0,Mill River Admin Office,1,46.3336,-63.7414
C0B 1C0,Summerside Cannabis Store,1,46.3336,-63.7414
C0B 1C0,Summerside Government Garage,1,46.3336,-63.7414
C0B 1E0,Alberton Liquor Store,1,46.7788,-64.234
C0B 1E0,Alma Depot/Transportation & PW,3,46.7788,-64.234
C0B 1E0,Cedar Dunes Park,1,46.7788,-64.234
C0B 1E0,Disinfection Station,1,46.7788,-64.234
C0B 1E0,Mill River Admin Office,1,46.7788,-64.234
C0B 1E0,O'Leary Liquor Store,2,46.7788,-64.234
C0B 1E0,Summerside Government Garage,1,46.7788,-64.234
C0B 1E0,West Prince Regional Serv. Ctr,3,46.7788,-64.234
C0B 1G0,40B Burns Ave.,1,46.3395,-63.7044
C0B 1G0,Access PEI - Summerside,2,46.3395,-63.7044
C0B 1G0,Highway Safety Charlottetown,1,46.3395,-63.7044
C0B 1G0,Summerside Cannabis Store,1,46.3395,-63.7044
C0B 1H0,Alma Depot/Transportation & PW,1,46.6703,-64.1502
C0B 1H0,Ch'Town Government Garage,1,46.6703,-64.1502
C0B 1H0,Green Park Historic Site,1,46.6703,-64.1502
C0B 1H0,Holman Centre (Summerside),1,46.6703,-64.1502
C0B 1H0,Mill River Admin Office,2,46.6703,-64.1502
C0B 1H0,O'Leary Cannabis Store,1,46.6703,-64.1502
C0B 1H0,Potato Service Building,1,46.6703,-64.1502
C0B 1H0,Provincial Admin Building,1,46.6703,-64.1502
C0B 1H0,Provincial Correctional Centre,1,46.6703,-64.1502
C0B 1H0,Summerside Cannabis Store,1,46.6703,-64.1502
C0B 1H0,Summerside Government Garage,3,46.6703,-64.1502
C0B 1H0,West Prince Regional Serv. Ctr,2,46.6703,-64.1502
C0B 1J0,Access PEI - Summerside,1,46.6316,-63.9907
C0B 1J0,Alma Depot/Transportation & PW,3,46.6316,-63.9907
C0B 1J0,Beaconsfield Historic House,1,46.6316,-63.9907
C0B 1J0,Cedar Dunes Park,2,46.6316,-63.9907
C0B 1J0,Ch'Town Government Garage,1,46.6316,-63.9907
C0B 1J0,Coles Building,1,46.6316,-63.9907
C0B 1J0,Green Park Historic Site,6,46.6316,-63.9907
C0B 1J0,Holman Building (Ch'town),1,46.6316,-63.9907
C0B 1J0,Holman Centre (Summerside),1,46.6316,-63.9907
C0B 1J0,Liquor Control Commission,2,46.6316,-63.9907
C0B 1J0,O'Leary Liquor Store,2,46.6316,-63.9907
C0B 1J0,Portage Visitor Info Centre,2,46.6316,-63.9907
C0B 1J0,Potato Service Building,1,46.6316,-63.9907
C0B 1J0,Provincial Admin Building,2,46.6316,-63.9907
C0B 1J0,Summerside Cannabis Store,1,46.6316,-63.9907
C0B 1J0,Summerside Government Garage,8,46.6316,-63.9907
C0B 1J0,Summerside Youth Centre,3,46.6316,-63.9907
C0B 1J0,Tyne Valley Liquor Store,1,46.6316,-63.9907
C0B 1K0,Alberton Courthouse,1,46.8067,-64.1946
C0B 1K0,Alma Depot/Transportation & PW,7,46.8067,-64.1946
C0B 1K0,Comm & Corr Services,1,46.8067,-64.1946
C0B 1K0,Confed Trail - W Prince,1,46.8067,-64.1946
C0B 1K0,Customs House,1,46.8067,-64.1946
C0B 1K0,Mill River Admin Office,1,46.8067,-64.1946
C0B 1K0,O'Leary,1,46.8067,-64.1946
C0B 1K0,O'Leary Cannabis Store,1,46.8067,-64.1946
C0B 1K0,Prince County Jail &Courthouse,1,46.8067,-64.1946
C0B 1K0,Provincial Admin Building,1,46.8067,-64.1946
C0B 1K0,Research Station,1,46.8067,-64.1946
C0B 1K0,Summerside Government Garage,3,46.8067,-64.1946
C0B 1K0,Summerside Youth Centre,1,46.8067,-64.1946
C0B 1K0,Tyne Valley Child/Youth Dev Hl,1,46.8067,-64.1946
C0B 1K0,Wellington Rural Action Centre,1,46.8067,-64.1946
C0B 1K0,West Prince Regional Serv. Ctr,2,46.8067,-64.1946
C0B 1L0,Charlottetown Cannabis Store,1,46.3494,-63.606
C0B 1L0,Prince County Jail &Courthouse,1,46.3494,-63.606
C0B 1L0,Provincial Admin Building,1,46.3494,-63.606
C0B 1L0,Research Station,1,46.3494,-63.606
C0B 1L0,Summerside Government Garage,5,46.3494,-63.606
C0B 1L0,Summerside Youth Centre,1,46.3494,-63.606
C0B 1M0,185 Beach Grove Road,1,46.4358,-63.6306
C0B 1M0,336 Lefurgey Ave.,3,46.4358,-63.6306
C0B 1M0,Access PEI - Summerside,7,46.4358,-63.6306
C0B 1M0,Aubin Arsenault Bldg,1,46.4358,-63.6306
C0B 1M0,Bedeque Rural Action Centre,1,46.4358,-63.6306
C0B 1M0,Borden Visitor Information Cen,1,46.4358,-63.6306
C0B 1M0,Cabot Beach Park,5,46.4358,-63.6306
C0B 1M0,Cambridge Building,1,46.4358,-63.6306
C0B 1M0,Charlottetown Cannabis Store,1,46.4358,-63.6306
C0B 1M0,Chelton Park,1,46.4358,-63.6306
C0B 1M0,Child & Family  Services,4,46.4358,-63.6306
C0B 1M0,Ch'Town Government Garage,5,46.4358,-63.6306
C0B 1M0,Coles Building,1,46.4358,-63.6306
C0B 1M0,Confederation Centre,1,46.4358,-63.6306
C0B 1M0,Customs House,1,46.4358,-63.6306
C0B 1M0,Dairy Labs,1,46.4358,-63.6306
C0B 1M0,Elmer Blanchard Building,2,46.4358,-63.6306
C0B 1M0,Forestry Queens,1,46.4358,-63.6306
C0B 1M0,Gateway Liquor Store,1,46.4358,-63.6306
C0B 1M0,Granville Street Liquor Store,1,46.4358,-63.6306
C0B 1M0,Harbourside Health Centre,1,46.4358,-63.6306
C0B 1M0,Highway Safety Charlottetown,1,46.4358,-63.6306
